fecha,año,mes,producto,marca,categoria,precio_c,precio_v,unidades
2020-01-30,2020,1,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,27000,1
2020-02-24,2020,2,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,30000,1
2020-03-02,2020,3,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,30000,1
2020-03-11,2020,3,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,30000,1
2020-04-04,2020,4,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,30000,1
2020-04-08,2020,4,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,30000,1
2020-04-11,2020,4,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,30000,1
2020-04-27,2020,4,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,30000,1
2020-05-06,2020,5,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,27000,1
2020-05-10,2020,5,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,27000,1
2020-06-01,2020,6,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,1
2020-06-10,2020,6,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,1
2020-07-01,2020,7,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,1
2020-07-10,2020,7,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,1
2020-07-26,2020,7,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,1
2020-09-21,2020,9,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,30000,2
2020-11-03,2020,11,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,27000,2
2020-11-15,2020,11,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,27000,1
2020-11-16,2020,11,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,27000,1
2020-11-30,2020,11,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,27000,1
2020-12-10,2020,12,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,2
2020-12-12,2020,12,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,1
2020-12-15,2020,12,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,1
2020-12-17,2020,12,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,1
2020-12-18,2020,12,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,1
2020-12-19,2020,12,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,2
2020-12-22,2020,12,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,33000,1
2021-01-01,2021,1,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,27000,1
2021-01-30,2021,1,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,27000,1
2021-03-04,2021,3,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,30000,1
2021-03-06,2021,3,Ultra_64_GB_Class_10,SanDisk,micro_sd,25000,30000,1
